"","MEMBERSHIP_ID","tot_mem","COHORT_MONTH","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"3963",225748,1615.33,"2018-01",2,"SAVINGS","2017-01-14","1","UNRENEWED","2017-01-14","?","2018-01-14","PLUS","?","Y","?","N","N"
"3964",235800,1615.33,"2018-01",2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"3965",165823,1615.12,"2018-01",2,"SAVINGS","2014-09-14","3+","RENEWED BASE","2018-05-30","2018-05-30","2019-05-30","BASE","BASE","N","?","N","N"
"3966",171333,1615.04,"2018-01",2,"SAVINGS","2015-01-03","3","RENEWED PLUS","2018-01-03","2017-12-31","2019-01-03","PLUS","PLUS","Y","2017-05-27","Y","N"
"3967",70693,1613.43,"2018-01",3,"BUSINESS","2007-01-17","3+","RENEWED BASE","2017-12-08","2017-12-08","2019-01-17","BASE","BASE","N","?","N","N"
"3968",81964,1612.12,"2018-01",3,"BUSINESS","2008-01-25","3+","RENEWED BASE","2018-01-25","2018-01-25","2019-01-25","BASE","BASE","N","2012-01-14","N","N"
"3969",144666,1611.87,"2018-01",2,"SAVINGS","2013-01-31","3+","RENEWED BASE","2018-01-27","2018-01-27","2019-01-31","BASE","BASE","N","?","N","N"
"3970",67395,1611.38,"2018-01",3,"BUSINESS","2006-10-07","3+","RENEWED BASE","2018-08-02","2018-08-02","2019-08-02","PLUS","BASE","N","2017-11-19","N","N"
"3971",36451,1609.76,"2018-01",2,"SAVINGS","1991-05-01","3+","RENEWED BASE","2018-03-07","2018-03-07","2019-01-24","BASE","BASE","N","?","N","N"
"3972",145389,1609.55,"2018-01",3,"BUSINESS","1997-05-16","3+","RENEWED BASE","2018-03-08","2018-03-08","2019-01-21","BASE","BASE","N","2013-10-24","N","N"
"3973",116156,1609.28,"2018-01",2,"SAVINGS","2011-01-21","3+","RENEWED BASE","2017-12-30","2017-12-30","2019-01-21","BASE","BASE","N","?","N","N"
"3974",30347,1609.14,"2018-01",3,"BUSINESS","1992-01-13","3+","RENEWED PLUS","2018-01-13","2018-01-13","2019-01-13","PLUS","PLUS","Y","?","Y","N"
"3975",246156,1608.6,"2018-01",2,"SAVINGS","2017-01-28","1","UNRENEWED","2017-01-28","?","2018-01-28","BASE","?","N","?","N","N"
"3976",77582,1607.69,"2018-01",2,"SAVINGS","1995-01-17","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-17","BASE","BASE","N","?","N","N"
"3977",162654,1607.13,"2018-01",2,"SAVINGS","1999-01-20","3+","RENEWED PLUS","2018-01-11","2018-01-11","2019-01-20","PLUS","PLUS","Y","2016-05-27","N","N"
"3978",97823,1607.03,"2018-01",3,"BUSINESS","1994-07-30","3+","RENEWED BASE","2017-12-27","2017-12-27","2019-01-04","BASE","BASE","N","?","N","N"
"3979",138549,1606.26,"2018-01",2,"SAVINGS","2013-01-05","3+","RENEWED PLUS","2018-02-10","2018-02-10","2019-01-05","PLUS","PLUS","Y","?","N","N"
"3980",3322,1605.83,"2018-01",3,"BUSINESS","1991-10-03","3+","RENEWED BASE","2018-01-24","2018-01-24","2019-01-27","BASE","BASE","N","2014-08-04","N","N"
"3981",145087,1604.28,"2018-01",2,"SAVINGS","2013-02-17","3+","RENEWED BASE","2018-03-25","2018-03-25","2019-03-25","BASE","BASE","N","?","N","N"
"3982",38504,1603.6,"2018-01",2,"SAVINGS","2003-11-05","3+","RENEWED BASE","2018-01-15","2018-01-15","2019-01-08","BASE","BASE","N","?","N","N"
"3983",85453,1600.96,"2018-01",3,"BUSINESS","2008-07-07","3+","RENEWED BASE","2018-04-09","2018-04-09","2019-04-09","BASE","BASE","N","?","N","N"
"3984",20898,1600.5,"2018-01",2,"SAVINGS","1998-09-05","3+","RENEWED BASE","2016-01-23","2018-01-28","2019-01-28","BASE","BASE","N","?","N","N"
"3985",216305,1600.21,"2018-01",2,"SAVINGS","2017-01-08","1","RENEWED BASE","2018-01-08","2018-01-08","2019-01-08","BASE","BASE","N","?","N","N"
"3986",234305,1599.82,"2018-01",2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-01-05","2018-01-05","2019-01-21","BASE","BASE","N","?","N","N"
"3987",235281,1599.62,"2018-01",2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","PLUS","?","Y","2017-11-09","N","N"
"3988",143214,1599.32,"2018-01",3,"BUSINESS","2013-01-24","3+","RENEWED BASE","2018-01-27","2018-01-27","2019-01-27","BASE","BASE","Y","2018-02-01","Y","N"
"3989",61396,1599.23,"2018-01",2,"SAVINGS","2006-01-11","3+","RENEWED PLUS","2018-01-11","2018-01-08","2019-01-11","PLUS","PLUS","Y","2011-07-11","Y","N"
"3990",34918,1597.32,"2018-01",2,"SAVINGS","2003-04-09","3+","RENEWED PLUS","2018-01-27","2018-01-27","2019-01-19","PLUS","PLUS","Y","2015-06-15","N","N"
"3991",227525,1597.07,"2018-01",2,"SAVINGS","2017-01-15","1","RENEWED BASE","2018-01-15","2018-01-15","2019-01-15","BASE","BASE","N","?","Y","N"
"3992",100819,1595.53,"2018-01",2,"SAVINGS","2009-11-18","3+","RENEWED PLUS","2018-02-10","2018-02-10","2019-01-19","PLUS","PLUS","Y","2017-11-22","N","N"
"3993",193764,1594.72,"2018-01",2,"SAVINGS","2016-01-13","2","RENEWED BASE","2018-05-03","2018-05-03","2019-05-03","BASE","BASE","N","?","N","N"
"3994",187302,1594.4,"2018-01",2,"SAVINGS","2016-01-02","2","UNRENEWED","2017-01-21","?","2018-01-02","PLUS","?","Y","2016-01-20","N","N"
"3995",225567,1594.19,"2018-01",2,"SAVINGS","2017-01-14","1","RENEWED BASE","2018-01-06","2018-01-06","2019-01-14","BASE","BASE","N","?","N","N"
"3996",238938,1593.85,"2018-01",2,"SAVINGS","2017-01-24","1","RENEWED BASE","2018-07-14","2018-07-14","2019-07-14","PLUS","BASE","N","?","N","N"
"3997",65194,1593.31,"2018-01",3,"BUSINESS","1993-01-22","3+","RENEWED BASE","2018-02-03","2018-02-03","2019-01-22","BASE","BASE","N","?","N","N"
"3998",182679,1591.91,"2018-01",2,"SAVINGS","2015-05-22","3","RENEWED BASE","2018-01-16","2018-01-16","2019-01-31","BASE","BASE","N","?","N","N"
"3999",196786,1591.68,"2018-01",2,"SAVINGS","2016-01-18","2","RENEWED BASE","2018-01-11","2018-01-11","2019-01-18","BASE","BASE","N","?","N","N"
"4000",70484,1590.58,"2018-01",2,"SAVINGS","2007-01-08","3+","RENEWED BASE","2017-12-19","2017-12-19","2019-01-08","BASE","BASE","N","?","N","N"
"4001",41218,1589.2,"2018-01",2,"SAVINGS","2004-01-13","3+","RENEWED BASE","2017-12-21","2017-12-21","2019-01-12","BASE","BASE","N","?","N","N"
"4002",59754,1589.11,"2018-01",2,"SAVINGS","2005-12-19","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-08","BASE","BASE","N","?","Y","N"
"4003",98860,1587.15,"2018-01",2,"SAVINGS","2009-08-18","3+","RENEWED BASE","2018-02-10","2018-02-10","2019-01-24","BASE","BASE","Y","2018-06-23","N","N"
"4004",8221,1587.04,"2018-01",2,"SAVINGS","2001-01-15","3+","RENEWED BASE","2018-01-15","2018-01-12","2019-01-15","BASE","BASE","N","?","Y","N"
"4005",93286,1585.59,"2018-01",2,"SAVINGS","2009-01-20","3+","RENEWED BASE","2018-03-08","2018-03-08","2019-01-20","BASE","BASE","N","2014-06-21","N","N"
"4006",155950,1583.97,"2018-01",3,"BUSINESS","2014-01-14","3+","RENEWED BASE","2018-01-14","2018-01-11","2019-01-14","BASE","BASE","N","?","Y","N"
"4007",89215,1583.85,"2018-01",2,"SAVINGS","2009-01-29","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-29","BASE","BASE","N","?","N","N"
"4008",143097,1583.27,"2018-01",2,"SAVINGS","2013-01-23","3+","RENEWED PLUS","2017-01-26","2018-03-04","2019-03-04","PLUS","PLUS","Y","2016-10-03","N","N"
"4009",182537,1583.04,"2018-01",2,"SAVINGS","2015-05-04","3","RENEWED BASE","2018-01-13","2018-01-13","2019-01-28","BASE","BASE","N","?","N","N"
"4010",167422,1582.77,"2018-01",2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-01-08","2018-01-08","2019-01-21","BASE","BASE","N","?","Y","N"
"4011",128611,1582.03,"2018-01",2,"SAVINGS","2012-01-21","3+","RENEWED BASE","2018-06-30","2018-06-30","2019-06-30","BASE","BASE","N","?","N","N"
"4012",185955,1581.18,"2018-01",2,"SAVINGS","2015-11-09","3","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"4013",27722,1581.13,"2018-01",2,"SAVINGS","2002-11-06","3+","RENEWED BASE","2017-12-16","2017-12-16","2019-01-04","BASE","BASE","N","?","Y","N"
"4014",96544,1580.85,"2018-01",3,"BUSINESS","2009-03-24","3+","RENEWED BASE","2018-05-28","2018-05-28","2019-05-28","BASE","BASE","N","2013-01-25","N","N"
"4015",73185,1580.23,"2018-01",2,"SAVINGS","1998-01-05","3+","RENEWED PLUS","2018-01-16","2018-01-16","2019-01-05","PLUS","PLUS","Y","2017-04-02","N","N"
"4016",79663,1578.45,"2018-01",2,"SAVINGS","2008-01-08","3+","RENEWED BASE","2018-01-15","2018-01-12","2019-01-15","BASE","BASE","N","2015-06-16","Y","N"
"4017",217425,1576.72,"2018-01",3,"BUSINESS","2017-01-09","1","UNRENEWED","2017-01-09","?","2018-01-09","BASE","?","N","?","N","N"
"4018",66226,1575.48,"2018-01",2,"SAVINGS","1992-10-22","3+","RENEWED BASE","2018-01-13","2018-01-13","2019-01-07","BASE","BASE","N","2015-11-12","N","N"
"4019",245561,1575.26,"2018-01",2,"SAVINGS","2017-01-28","1","RENEWED BASE","2018-02-17","2018-02-17","2019-01-28","BASE","BASE","N","?","N","N"
"4020",151286,1575.25,"2018-01",2,"SAVINGS","1998-01-26","3+","RENEWED BASE","2018-01-26","2018-01-23","2019-01-26","BASE","BASE","N","?","Y","N"
"4021",98247,1573.15,"2018-01",2,"SAVINGS","2009-07-07","3+","RENEWED PLUS","2018-01-27","2018-01-27","2019-01-31","PLUS","PLUS","Y","2016-12-11","N","N"
"4022",142713,1572.91,"2018-01",2,"SAVINGS","2013-01-21","3+","RENEWED BASE","2018-02-19","2018-02-19","2019-01-21","BASE","BASE","N","?","N","N"
"4023",19970,1572.05,"2018-01",2,"SAVINGS","1992-09-23","3+","RENEWED PLUS","2018-01-23","2018-01-20","2019-01-23","PLUS","PLUS","Y","2014-11-17","Y","N"
"4024",171017,1571.93,"2018-01",2,"SAVINGS","2015-01-03","3","RENEWED BASE","2017-12-17","2017-12-17","2019-01-03","BASE","BASE","N","?","N","N"
"4025",144839,1571.53,"2018-01",2,"SAVINGS","1998-03-06","3+","RENEWED BASE","2018-01-14","2018-01-14","2019-01-24","BASE","BASE","Y","2018-06-29","N","N"
"4026",73585,1571.12,"2018-01",3,"BUSINESS","1995-08-21","3+","RENEWED BASE","2018-03-07","2018-03-07","2019-01-31","BASE","BASE","N","?","N","N"
"4027",136201,1570.91,"2018-01",2,"SAVINGS","2012-11-03","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-16","BASE","BASE","N","?","N","N"
"4028",35731,1570.69,"2018-01",3,"BUSINESS","1992-08-28","3+","RENEWED BASE","2018-01-17","2018-01-17","2019-01-05","BASE","BASE","N","2015-06-09","N","N"
"4029",237968,1569.86,"2018-01",2,"SAVINGS","2017-01-23","1","UNRENEWED","2017-01-23","?","2018-01-23","BASE","?","N","?","N","N"
"4030",59567,1568.56,"2018-01",2,"SAVINGS","2006-01-21","3+","RENEWED BASE","2018-01-07","2018-01-07","2019-01-21","BASE","BASE","N","?","N","N"
"4031",142619,1568.48,"2018-01",3,"BUSINESS","2013-01-21","3+","RENEWED BASE","2017-01-17","2018-01-17","2019-01-21","BASE","BASE","N","?","Y","N"
"4032",185856,1567.45,"2018-01",2,"SAVINGS","2015-11-07","3","UNRENEWED","2017-01-27","?","2018-01-27","BASE","?","N","?","N","N"
"4033",29220,1567.15,"2018-01",2,"SAVINGS","2003-01-03","3+","RENEWED PLUS","2018-01-03","2017-12-31","2019-01-03","PLUS","PLUS","Y","?","Y","N"
"4034",247180,1566.68,"2018-01",2,"SAVINGS","2017-01-29","1","RENEWED PLUS","2018-01-29","2018-01-26","2019-01-29","PLUS","PLUS","Y","?","Y","N"
"4035",87245,1566.53,"2018-01",2,"SAVINGS","2008-10-19","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-03","BASE","BASE","Y","2018-08-24","N","N"
"4036",157916,1566.02,"2018-01",2,"SAVINGS","2014-01-19","3+","RENEWED PLUS","2018-01-19","2018-01-19","2019-01-19","PLUS","PLUS","Y","2016-01-30","Y","N"
"4037",191140,1564.86,"2018-01",2,"SAVINGS","2016-01-08","2","UNRENEWED","2017-02-27","?","2018-01-07","BASE","?","N","?","N","N"
"4038",63295,1564.51,"2018-01",3,"BUSINESS","2006-01-27","3+","RENEWED PLUS","2017-03-25","2018-01-15","2019-01-27","PLUS","PLUS","Y","2014-07-06","Y","N"
"4039",174179,1564.37,"2018-01",2,"SAVINGS","2015-01-11","3","RENEWED BASE","2018-01-20","2018-01-20","2019-01-11","BASE","BASE","N","?","Y","N"
"4040",192786,1564.2,"2018-01",2,"SAVINGS","2016-01-11","2","RENEWED PLUS","2018-01-11","2018-01-11","2019-01-11","PLUS","PLUS","Y","2017-04-08","Y","N"
"4041",3793,1563.77,"2018-01",2,"SAVINGS","2000-01-29","3+","RENEWED PLUS","2018-01-28","2018-01-25","2019-01-28","PLUS","PLUS","Y","?","Y","N"
"4042",193609,1563.72,"2018-01",2,"SAVINGS","2016-01-12","2","RENEWED PLUS","2018-01-26","2018-01-26","2019-01-12","PLUS","PLUS","Y","?","N","N"
"4043",190979,1561.86,"2018-01",2,"SAVINGS","2016-01-08","2","RENEWED BASE","2017-01-19","2018-03-24","2019-03-24","BASE","BASE","N","?","N","N"
"4044",94922,1561.7,"2018-01",2,"SAVINGS","2009-01-29","3+","RENEWED BASE","2018-02-11","2018-02-11","2019-01-29","BASE","BASE","N","?","N","N"
"4045",87804,1561.34,"2018-01",2,"SAVINGS","2008-10-29","3+","RENEWED PLUS","2017-12-30","2017-12-30","2019-01-09","PLUS","PLUS","Y","2011-12-05","N","N"
"4046",228383,1557.47,"2018-01",2,"SAVINGS","2017-01-16","1","RENEWED PLUS","2018-03-09","2018-03-09","2019-01-16","PLUS","PLUS","Y","?","N","N"
"4047",125312,1556.96,"2018-01",2,"SAVINGS","2012-01-04","3+","UNRENEWED","2017-01-04","?","2018-01-04","BASE","?","N","2014-08-06","N","N"
"4048",10152,1554.77,"2018-01",2,"SAVINGS","2001-02-21","3+","RENEWED PLUS","2017-12-15","2017-12-15","2019-01-15","PLUS","PLUS","Y","2011-01-13","N","N"
"4049",107662,1554.7,"2018-01",2,"SAVINGS","2010-04-19","3+","RENEWED BASE","2018-02-27","2018-02-27","2019-01-20","BASE","BASE","N","2011-12-19","N","N"
"4050",16097,1554.17,"2018-01",3,"BUSINESS","2002-01-16","3+","RENEWED BASE","2018-02-18","2018-02-18","2019-01-16","BASE","BASE","N","?","N","N"
"4051",59690,1553.47,"2018-01",2,"SAVINGS","2006-01-21","3+","RENEWED BASE","2018-01-21","2018-01-18","2019-01-21","BASE","BASE","N","?","N","N"
"4052",80236,1553.45,"2018-01",2,"SAVINGS","2008-01-12","3+","RENEWED BASE","2018-01-12","2018-01-09","2019-01-12","BASE","BASE","N","?","Y","N"
"4053",248007,1552.67,"2018-01",2,"SAVINGS","2017-01-30","1","RENEWED BASE","2018-01-30","2018-01-30","2019-01-30","BASE","BASE","N","?","Y","N"
"4054",190613,1552.07,"2018-01",2,"SAVINGS","2016-01-07","2","RENEWED PLUS","2017-12-19","2017-12-19","2019-01-07","PLUS","PLUS","Y","2017-01-22","N","N"
"4055",50540,1551.8,"2018-01",2,"SAVINGS","2005-01-06","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-06","BASE","BASE","N","2015-09-25","N","N"
"4056",98815,1550.37,"2018-01",2,"SAVINGS","1997-09-27","3+","RENEWED BASE","2017-12-30","2017-12-30","2019-01-22","BASE","BASE","N","?","N","N"
"4057",38188,1550.11,"2018-01",2,"SAVINGS","2003-10-24","3+","RENEWED BASE","2017-01-09","2018-01-09","2019-01-09","BASE","BASE","N","?","Y","N"
"4058",20566,1549.84,"2018-01",2,"SAVINGS","1991-11-13","3+","RENEWED BASE","2018-01-15","2018-01-12","2019-01-15","BASE","BASE","N","2012-01-31","Y","N"
"4059",149652,1549.75,"2018-01",2,"SAVINGS","2014-01-22","3+","RENEWED BASE","2018-01-21","2018-01-21","2019-01-22","BASE","BASE","N","2016-06-17","N","N"
"4060",173181,1549.33,"2018-01",2,"SAVINGS","2015-01-09","3","RENEWED BASE","2017-12-22","2017-12-22","2019-01-09","BASE","BASE","N","?","N","N"
"4061",101728,1548.29,"2018-01",3,"BUSINESS","1998-07-18","3+","RENEWED PLUS","2018-02-23","2018-02-23","2019-01-27","PLUS","PLUS","Y","2017-01-27","N","N"
"4062",118197,1547.8,"2018-01",2,"SAVINGS","2011-01-31","3+","RENEWED BASE","2018-02-02","2018-02-02","2019-01-31","BASE","BASE","N","?","N","N"
"4063",200146,1547.77,"2018-01",2,"SAVINGS","2016-01-25","2","RENEWED PLUS","2018-02-02","2018-02-02","2019-01-25","PLUS","PLUS","Y","?","N","N"
"4064",95964,1547.62,"2018-01",2,"SAVINGS","2009-02-10","3+","RENEWED BASE","2018-03-12","2018-03-12","2019-03-12","BASE","BASE","N","2014-03-23","N","N"
"4065",210083,1547.29,"2018-01",2,"SAVINGS","2017-01-03","1","UNRENEWED","2017-01-03","?","2018-01-03","BASE","?","N","?","N","N"
"4066",238277,1547.12,"2018-01",2,"SAVINGS","2017-01-23","1","UNRENEWED","2017-01-23","?","2018-01-23","BASE","?","N","2017-06-07","N","N"
"4067",147262,1546.62,"2018-01",2,"SAVINGS","2013-07-20","3+","RENEWED BASE","2017-12-13","2017-12-13","2019-01-17","BASE","BASE","N","?","N","N"
"4068",240128,1546.07,"2018-01",2,"SAVINGS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","PLUS","?","Y","?","N","N"
"4069",27570,1544.79,"2018-01",2,"SAVINGS","2002-11-03","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-13","BASE","BASE","N","?","N","N"
"4070",229593,1544.73,"2018-01",2,"SAVINGS","2017-01-17","1","RENEWED BASE","2018-02-28","2018-02-28","2019-01-17","PLUS","BASE","N","2017-12-02","N","N"
"4071",230585,1544.43,"2018-01",2,"SAVINGS","2017-01-18","1","RENEWED BASE","2017-12-27","2017-12-27","2019-01-18","BASE","BASE","N","?","N","N"
"4072",137937,1544.12,"2018-01",2,"SAVINGS","2013-01-03","3+","RENEWED BASE","2016-12-31","2017-12-28","2019-01-03","BASE","BASE","N","?","Y","N"
"4073",122033,1543.53,"2018-01",3,"BUSINESS","1999-02-26","3+","RENEWED BASE","2018-01-29","2018-01-29","2019-01-19","BASE","BASE","N","2011-06-25","N","N"
"4074",130263,1542,"2018-01",2,"SAVINGS","2012-01-29","3+","RENEWED BASE","2018-03-10","2018-03-10","2019-01-29","BASE","BASE","N","?","N","N"
"4075",40973,1541.66,"2018-01",2,"SAVINGS","2004-01-11","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-17","BASE","BASE","N","?","N","Y"
"4076",97749,1541.63,"2018-01",3,"BUSINESS","2009-06-06","3+","RENEWED BASE","2018-02-17","2018-02-17","2019-01-30","BASE","BASE","N","2015-03-18","N","N"
"4077",187865,1540.6,"2018-01",2,"SAVINGS","2016-01-02","2","RENEWED BASE","2018-02-02","2018-02-02","2019-01-02","PLUS","BASE","N","2017-08-29","N","N"
"4078",102411,1540.36,"2018-01",2,"SAVINGS","2010-01-06","3+","RENEWED PLUS","2018-01-06","2018-01-03","2019-01-06","PLUS","PLUS","Y","2013-06-29","Y","N"
"4079",236794,1540.28,"2018-01",2,"SAVINGS","2017-01-22","1","RENEWED BASE","2018-02-13","2018-02-13","2019-01-22","BASE","BASE","N","?","N","N"
"4080",75211,1540.17,"2018-01",3,"BUSINESS","2007-06-16","3+","RENEWED BASE","2018-02-18","2018-02-18","2019-01-29","BASE","BASE","N","?","N","N"
"4081",208515,1539.15,"2018-01",2,"SAVINGS","2017-01-02","1","RENEWED BASE","2017-12-21","2017-12-21","2019-01-02","BASE","BASE","N","?","N","N"
"4082",69965,1539,"2018-01",2,"SAVINGS","2007-01-05","3+","RENEWED PLUS","2018-01-05","2018-01-02","2019-01-05","PLUS","PLUS","Y","2014-01-22","Y","N"
"4083",143040,1538.66,"2018-01",2,"SAVINGS","2013-01-23","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-23","BASE","BASE","N","?","N","N"
"4084",95653,1538.04,"2018-01",2,"SAVINGS","2009-01-31","3+","RENEWED PLUS","2018-01-29","2018-01-29","2019-01-31","PLUS","PLUS","Y","2015-12-13","N","N"
"4085",148949,1537.78,"2018-01",2,"SAVINGS","2013-10-23","3+","RENEWED BASE","2018-02-03","2018-02-03","2019-01-16","BASE","BASE","N","?","N","N"
"4086",69056,1537.24,"2018-01",2,"SAVINGS","2007-01-17","3+","UNRENEWED","2017-02-02","?","2018-01-17","BASE","?","N","?","N","N"
"4087",76770,1537.03,"2018-01",2,"SAVINGS","1994-08-07","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-21","BASE","BASE","N","?","N","N"
"4088",117717,1536.98,"2018-01",3,"BUSINESS","2011-01-29","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-29","BASE","BASE","N","?","N","N"
"4089",64005,1536.89,"2018-01",3,"BUSINESS","2006-01-31","3+","UNRENEWED","2015-01-20","?","2018-01-31","BASE","?","N","?","N","N"
"4090",235915,1536.68,"2018-01",2,"SAVINGS","2017-01-21","1","RENEWED BASE","2017-01-21","2018-02-23","2019-02-23","BASE","BASE","N","?","N","N"
"4091",69233,1536.44,"2018-01",3,"BUSINESS","1994-01-12","3+","RENEWED PLUS","2018-01-30","2018-01-30","2019-01-12","PLUS","PLUS","Y","2014-11-22","N","N"
"4092",11306,1533.72,"2018-01",2,"SAVINGS","2001-06-29","3+","UNRENEWED","2017-03-17","?","2018-01-31","BASE","?","N","2015-01-17","N","N"
"4093",188484,1532.39,"2018-01",2,"SAVINGS","2016-01-03","2","RENEWED BASE","2018-03-31","2018-03-31","2019-03-31","BASE","BASE","N","?","Y","N"
"4094",200338,1532.03,"2018-01",3,"BUSINESS","2016-01-25","2","UNRENEWED","2017-01-25","?","2018-01-25","PLUS","?","Y","2017-01-27","N","N"
"4095",9306,1531.86,"2018-01",2,"SAVINGS","2001-01-26","3+","RENEWED BASE","2017-12-31","2017-12-31","2019-01-26","BASE","BASE","N","?","N","N"
"4096",214025,1531.71,"2018-01",3,"BUSINESS","2017-01-07","1","RENEWED PLUS","2018-01-07","2018-01-07","2019-01-07","PLUS","PLUS","Y","?","Y","N"
"4097",141170,1531.66,"2018-01",3,"BUSINESS","2013-01-15","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-15","BASE","BASE","N","?","N","N"
"4098",123999,1531.57,"2018-01",3,"BUSINESS","1998-01-21","3+","RENEWED BASE","2018-01-21","2018-01-18","2019-01-21","BASE","BASE","N","?","Y","N"
"4099",79797,1530.99,"2018-01",3,"BUSINESS","2008-01-09","3+","RENEWED BASE","2018-09-12","2018-02-12","2020-01-11","BASE","BASE","N","2015-09-27","N","N"
"4100",20221,1530.49,"2018-01",2,"SAVINGS","1991-10-01","3+","RENEWED BASE","2018-03-20","2018-03-20","2019-03-20","BASE","BASE","Y","2018-08-04","N","N"
"4101",66781,1530.26,"2018-01",2,"SAVINGS","2006-09-03","3+","RENEWED BASE","2018-07-14","2018-07-14","2019-07-14","BASE","BASE","N","2015-09-22","N","N"
"4102",25912,1530.03,"2018-01",2,"SAVINGS","2002-08-24","3+","RENEWED BASE","2018-01-23","2018-01-23","2019-01-21","BASE","BASE","N","?","N","N"
"4103",186218,1529.89,"2018-01",2,"SAVINGS","2015-11-15","3","RENEWED BASE","2018-02-10","2018-02-10","2019-01-29","PLUS","BASE","N","2017-09-11","N","N"
"4104",110033,1529.78,"2018-01",2,"SAVINGS","2010-10-02","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-15","BASE","BASE","Y","2018-05-19","N","N"
"4105",222688,1529.42,"2018-01",2,"SAVINGS","2017-01-13","1","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"4106",194418,1529.39,"2018-01",2,"SAVINGS","2016-01-14","2","RENEWED BASE","2017-12-10","2017-12-10","2019-01-14","BASE","BASE","N","?","N","N"
"4107",158969,1529.26,"2018-01",3,"BUSINESS","1997-07-28","3+","RENEWED BASE","2018-03-14","2018-03-14","2019-03-14","BASE","BASE","N","2013-07-12","N","N"
"4108",188422,1527.15,"2018-01",2,"SAVINGS","2016-01-03","2","UNRENEWED","2017-01-07","?","2018-01-03","BASE","?","N","?","N","N"
"4109",232802,1526.69,"2018-01",2,"SAVINGS","2017-01-20","1","RENEWED PLUS","2018-01-18","2018-01-18","2019-01-20","PLUS","PLUS","Y","?","Y","N"
"4110",187236,1525.32,"2018-01",2,"SAVINGS","2016-01-02","2","RENEWED BASE","2017-12-27","2017-12-27","2019-01-01","BASE","BASE","N","?","N","N"
"4111",98034,1524.43,"2018-01",3,"BUSINESS","2009-06-23","3+","RENEWED BASE","2018-07-26","2018-07-26","2019-07-26","BASE","BASE","N","2014-12-11","N","N"
"4112",13697,1523.44,"2018-01",2,"SAVINGS","1991-06-17","3+","RENEWED PLUS","2017-12-05","2017-12-05","2019-01-16","PLUS","PLUS","Y","2012-01-29","N","N"
"4113",236124,1523.04,"2018-01",2,"SAVINGS","2017-01-22","1","RENEWED BASE","2018-01-23","2018-01-22","2018-01-22","BASE","BASE","N","?","N","N"
"4114",90666,1521.55,"2018-01",2,"SAVINGS","2009-01-08","3+","RENEWED BASE","2017-01-08","2018-01-05","2018-01-08","BASE","BASE","N","?","N","N"
"4115",167419,1521.06,"2018-01",2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-02-08","2018-02-08","2019-01-21","BASE","BASE","N","?","N","N"
"4116",227990,1520.65,"2018-01",2,"SAVINGS","2017-01-16","1","RENEWED BASE","2017-12-17","2017-12-17","2019-01-16","BASE","BASE","N","?","N","N"
"4117",70045,1520.41,"2018-01",3,"BUSINESS","2007-01-06","3+","RENEWED BASE","2017-12-16","2017-12-16","2019-01-06","BASE","BASE","N","2015-05-27","N","N"
"4118",174784,1520.3,"2018-01",2,"SAVINGS","2015-01-13","3","RENEWED BASE","2018-01-24","2018-01-24","2019-01-13","BASE","BASE","N","?","N","N"
"4119",101285,1518.47,"2018-01",2,"SAVINGS","2009-12-12","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-09","BASE","BASE","N","2013-11-07","Y","N"
"4120",64479,1517.31,"2018-01",3,"BUSINESS","1992-08-29","3+","RENEWED BASE","2018-01-19","2018-01-19","2019-01-18","BASE","BASE","N","?","N","N"
"4121",121482,1516.97,"2018-01",2,"SAVINGS","2011-08-18","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-03","BASE","BASE","N","?","N","N"
