"COHORT_MONTH","MEMBERSHIP_ID","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"2018-01",40966,2,"SAVINGS","2004-01-11","3+","UNRENEWED","2017-01-10","?","2018-01-10","PLUS","?","Y","2015-11-08","N","N"
"2018-01",247078,2,"SAVINGS","2017-01-29","1","RENEWED BASE","2018-01-29","2018-01-29","2019-01-29","BASE","BASE","N","?","Y","N"
"2018-01",106810,2,"SAVINGS","2010-02-11","3+","UNRENEWED","2017-03-11","?","2018-01-31","BASE","?","N","2015-03-10","N","N"
"2018-01",10534,3,"BUSINESS","1991-07-28","3+","RENEWED PLUS","2018-01-10","2018-01-10","2019-01-08","PLUS","PLUS","Y","2010-10-13","N","N"
"2018-01",59571,3,"BUSINESS","2006-01-21","3+","RENEWED PLUS","2018-01-22","2018-01-22","2019-01-21","PLUS","PLUS","Y","2014-07-17","N","N"
"2018-01",227140,2,"SAVINGS","2017-01-15","1","RENEWED PLUS","2018-01-21","2018-01-21","2019-01-15","PLUS","PLUS","Y","?","Y","N"
"2018-01",150904,2,"SAVINGS","2013-11-23","3+","RENEWED BASE","2018-03-14","2018-03-14","2019-01-24","BASE","BASE","N","?","Y","N"
"2018-01",113674,2,"SAVINGS","2011-01-08","3+","RENEWED PLUS","2018-01-08","2018-01-08","2019-01-08","PLUS","PLUS","Y","2015-11-15","N","N"
"2018-01",114298,2,"SAVINGS","2011-01-12","3+","RENEWED BASE","2018-01-12","2018-01-09","2019-01-12","BASE","BASE","N","2014-08-24","Y","N"
"2018-01",39529,2,"SAVINGS","2003-12-24","3+","RENEWED BASE","2017-12-27","2017-12-27","2019-01-12","BASE","BASE","N","?","N","N"
"2018-01",24867,2,"SAVINGS","1992-01-13","3+","RENEWED PLUS","2018-01-13","2018-01-10","2019-01-13","PLUS","PLUS","Y","2014-11-04","Y","N"
"2018-01",43190,2,"SAVINGS","2004-01-29","3+","RENEWED BASE","2018-01-11","2018-01-11","2019-01-28","BASE","BASE","N","2015-05-21","N","N"
"2018-01",199146,2,"SAVINGS","2016-01-23","2","RENEWED PLUS","2018-01-25","2018-01-25","2019-01-23","PLUS","PLUS","Y","?","N","N"
"2018-01",244539,2,"SAVINGS","2017-01-28","1","RENEWED PLUS","2017-12-31","2017-12-31","2019-01-28","PLUS","PLUS","Y","2017-11-09","N","N"
"2018-01",231502,2,"SAVINGS","2017-01-19","1","UNRENEWED","2017-01-19","?","2018-01-19","BASE","?","N","?","N","N"
"2018-01",125571,2,"SAVINGS","2012-01-06","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-06","BASE","BASE","N","?","N","N"
"2018-01",82442,2,"SAVINGS","2008-01-28","3+","RENEWED BASE","2018-01-27","2018-01-27","2019-01-28","BASE","BASE","N","?","N","N"
"2018-01",119247,2,"SAVINGS","2002-01-17","3+","RENEWED BASE","2017-12-30","2017-12-30","2019-01-17","BASE","BASE","N","?","N","N"
"2018-01",9755,2,"SAVINGS","2001-01-29","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-29","BASE","BASE","N","2013-06-20","N","N"
"2018-01",228986,2,"SAVINGS","2017-01-16","1","RENEWED PLUS","2017-12-24","2017-12-24","2019-01-16","PLUS","PLUS","Y","2017-11-18","N","N"
"2018-01",94459,2,"SAVINGS","2009-01-25","3+","RENEWED PLUS","2018-01-25","2018-01-22","2019-01-25","PLUS","PLUS","Y","?","Y","N"
"2018-01",106906,2,"SAVINGS","2010-02-17","3+","RENEWED BASE","2018-01-26","2018-01-26","2019-01-10","BASE","BASE","N","?","N","N"
"2018-01",222900,2,"SAVINGS","2017-01-13","1","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"2018-01",32206,2,"SAVINGS","2003-01-22","3+","RENEWED BASE","2018-01-27","2018-01-27","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",50383,2,"SAVINGS","2005-01-04","3+","RENEWED BASE","2017-12-22","2017-12-22","2019-01-04","BASE","BASE","N","?","N","N"
"2018-01",233896,2,"SAVINGS","2017-01-20","1","RENEWED PLUS","2017-12-17","2017-12-17","2019-01-20","PLUS","PLUS","Y","?","N","N"
"2018-01",121203,3,"BUSINESS","1997-01-30","3+","RENEWED BASE","2018-01-30","2018-01-27","2019-01-30","BASE","BASE","Y","2018-09-01","Y","N"
"2018-01",69712,3,"BUSINESS","2007-01-03","3+","RENEWED PLUS","2017-12-04","2017-12-04","2019-01-03","PLUS","PLUS","Y","2017-11-09","Y","N"
"2018-01",4047,2,"SAVINGS","2000-02-01","3+","RENEWED BASE","2018-02-07","2018-02-07","2019-01-31","PLUS","BASE","N","2017-10-31","N","N"
"2018-01",56260,3,"BUSINESS","1993-08-05","3+","RENEWED BASE","2017-12-30","2017-12-30","2019-01-31","BASE","BASE","N","?","Y","N"
"2018-01",114075,3,"BUSINESS","2011-01-11","3+","RENEWED BASE","2018-01-21","2018-01-21","2019-01-11","PLUS","BASE","N","2014-06-23","N","N"
"2018-01",201649,2,"SAVINGS","2016-01-29","2","RENEWED BASE","2017-12-15","2017-12-15","2019-01-29","BASE","BASE","N","?","Y","N"
"2018-01",181156,3,"BUSINESS","2015-01-31","3","RENEWED PLUS","2017-01-27","2018-01-16","2019-01-31","PLUS","PLUS","Y","2015-02-12","Y","N"
"2018-01",68880,2,"SAVINGS","2006-12-06","3+","RENEWED BASE","2018-01-28","2018-01-28","2019-01-16","BASE","BASE","Y","2018-09-03","N","N"
"2018-01",136856,3,"BUSINESS","1998-01-28","3+","RENEWED BASE","2018-03-25","2018-03-25","2019-03-25","BASE","BASE","N","?","N","N"
"2018-01",128730,2,"SAVINGS","2012-01-21","3+","RENEWED PLUS","2018-01-21","2018-01-18","2019-01-21","PLUS","PLUS","Y","?","Y","N"
"2018-01",244858,2,"SAVINGS","2017-01-28","1","RENEWED BASE","2018-01-26","2018-01-26","2019-01-28","BASE","BASE","N","?","Y","N"
"2018-01",115529,2,"SAVINGS","2011-01-17","3+","UNRENEWED","2016-11-05","?","2018-01-27","PLUS","?","Y","2015-11-21","N","N"
"2018-01",87455,2,"SAVINGS","2008-10-24","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-02","BASE","BASE","N","?","N","N"
"2018-01",244052,2,"SAVINGS","2017-01-27","1","UNRENEWED","2017-01-27","?","2018-01-27","BASE","?","N","?","N","N"
"2018-01",68834,2,"SAVINGS","2006-12-03","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",110592,2,"SAVINGS","1998-10-02","3+","RENEWED PLUS","2018-01-19","2018-01-16","2019-01-19","PLUS","PLUS","Y","2011-07-03","Y","N"
"2018-01",190286,2,"SAVINGS","2016-01-07","2","RENEWED BASE","2018-01-06","2018-01-06","2019-01-07","BASE","BASE","N","?","N","Y"
"2018-01",123490,2,"SAVINGS","1997-01-11","3+","RENEWED BASE","2018-02-15","2018-02-15","2019-01-11","BASE","BASE","N","2014-07-04","N","N"
"2018-01",177742,3,"BUSINESS","2015-01-21","3","RENEWED PLUS","2018-01-21","2018-01-18","2019-01-21","PLUS","PLUS","Y","?","Y","N"
"2018-01",5563,2,"SAVINGS","2000-08-25","3+","RENEWED PLUS","2015-12-21","2018-01-12","2019-01-12","PLUS","PLUS","Y","2012-04-20","Y","N"
"2018-01",153787,2,"SAVINGS","2014-01-08","3+","UNRENEWED","2017-01-17","?","2018-01-17","BASE","?","N","?","N","N"
"2018-01",8853,2,"SAVINGS","2001-01-21","3+","RENEWED PLUS","2018-02-12","2018-02-12","2019-01-26","PLUS","PLUS","Y","2017-03-08","N","N"
"2018-01",165211,2,"SAVINGS","1999-01-17","3+","RENEWED BASE","2018-01-17","2018-01-14","2019-01-17","BASE","BASE","N","?","Y","N"
"2018-01",129090,3,"BUSINESS","2012-01-23","3+","RENEWED BASE","2018-01-15","2018-01-15","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",194947,2,"SAVINGS","2016-01-15","2","UNRENEWED","2017-01-25","?","2018-01-15","PLUS","?","Y","?","N","N"
"2018-01",48219,2,"SAVINGS","2004-10-11","3+","RENEWED BASE","2016-12-27","2017-12-22","2019-01-04","BASE","BASE","N","2013-03-29","N","N"
"2018-01",42396,2,"SAVINGS","2004-01-22","3+","RENEWED BASE","2018-01-21","2018-01-18","2019-01-21","BASE","BASE","N","2010-07-04","Y","N"
"2018-01",55667,2,"SAVINGS","1993-01-14","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-13","BASE","BASE","N","?","N","N"
"2018-01",116042,2,"SAVINGS","2011-01-27","3+","RENEWED PLUS","2018-01-28","2018-01-28","2019-01-27","PLUS","PLUS","Y","?","N","N"
"2018-01",248765,2,"SAVINGS","2017-01-31","1","RENEWED BASE","2018-01-24","2018-01-24","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",240112,2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-01-25","2018-01-22","2019-01-25","BASE","BASE","Y","2018-03-31","Y","N"
"2018-01",46383,2,"SAVINGS","2004-07-11","3+","RENEWED BASE","2018-08-21","2018-08-21","2019-08-21","BASE","BASE","N","2013-03-29","N","N"
"2018-01",108839,2,"SAVINGS","2010-07-28","3+","RENEWED BASE","2018-04-02","2018-04-02","2019-04-02","BASE","BASE","N","2011-05-08","N","N"
"2018-01",171236,2,"SAVINGS","2015-01-03","3","RENEWED BASE","2018-01-23","2018-01-23","2019-01-03","BASE","BASE","N","?","N","N"
"2018-01",100487,2,"SAVINGS","2009-11-07","3+","UNRENEWED","2016-12-07","?","2018-01-04","BASE","?","N","?","N","N"
"2018-01",187615,3,"BUSINESS","2016-01-02","2","UNRENEWED","2017-01-20","?","2018-01-02","BASE","?","N","?","N","N"
"2018-01",45146,2,"SAVINGS","1992-01-08","3+","RENEWED BASE","2018-01-26","2018-01-26","2019-01-08","BASE","BASE","N","?","N","N"
"2018-01",175446,2,"SAVINGS","2015-01-15","3","RENEWED BASE","2018-01-27","2018-01-27","2019-01-15","BASE","BASE","N","?","N","N"
"2018-01",26068,3,"BUSINESS","1992-01-12","3+","RENEWED PLUS","2018-01-12","2018-01-09","2019-01-12","PLUS","PLUS","Y","2016-04-29","Y","N"
"2018-01",27162,3,"BUSINESS","2002-10-15","3+","RENEWED PLUS","2016-01-27","2018-02-26","2019-02-26","PLUS","PLUS","Y","2016-01-27","N","N"
"2018-01",153681,3,"BUSINESS","2014-01-07","3+","RENEWED BASE","2016-12-20","2018-06-11","2019-06-11","BASE","BASE","N","?","N","N"
"2018-01",213502,2,"SAVINGS","2017-01-06","1","RENEWED BASE","2017-01-06","2018-01-06","2019-01-06","BASE","BASE","N","?","Y","N"
"2018-01",217579,2,"SAVINGS","2017-01-09","1","UNRENEWED","2017-01-09","?","2018-01-09","BASE","?","N","?","N","N"
"2018-01",46675,2,"SAVINGS","1992-01-01","3+","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-01","PLUS","PLUS","Y","2017-02-11","N","N"
"2018-01",241857,2,"SAVINGS","2017-01-26","1","UNRENEWED","2017-01-26","?","2018-01-26","BASE","?","N","?","N","N"
"2018-01",86347,3,"BUSINESS","2008-08-31","3+","RENEWED PLUS","2018-01-11","2018-01-11","2019-01-16","PLUS","PLUS","Y","2016-09-18","N","N"
"2018-01",57694,3,"BUSINESS","1992-01-29","3+","RENEWED PLUS","2018-01-24","2018-01-24","2019-01-29","PLUS","PLUS","Y","2015-08-07","N","N"
"2018-01",90514,2,"SAVINGS","2009-01-07","3+","RENEWED PLUS","2018-01-07","2018-01-04","2019-01-07","PLUS","PLUS","N","2017-11-09","Y","N"
"2018-01",116844,2,"SAVINGS","2011-01-24","3+","RENEWED PLUS","2017-12-28","2017-12-28","2019-01-24","PLUS","PLUS","Y","2013-10-29","N","N"
"2018-01",126577,2,"SAVINGS","2012-01-11","3+","RENEWED PLUS","2018-07-30","2017-07-22","2020-01-11","PLUS","PLUS","Y","?","N","N"
"2018-01",64424,3,"BUSINESS","1994-01-01","3+","RENEWED BASE","2017-12-21","2017-12-21","2019-01-01","BASE","BASE","N","?","N","N"
"2018-01",121521,2,"SAVINGS","1998-01-17","3+","RENEWED BASE","2018-02-01","2018-02-01","2019-01-17","BASE","BASE","N","?","N","N"
"2018-01",146990,2,"SAVINGS","2013-07-05","3+","UNRENEWED","2017-01-29","?","2018-01-29","BASE","?","N","2016-01-14","N","N"
"2018-01",834,2,"SAVINGS","1999-10-11","3+","RENEWED PLUS","2018-01-03","2018-01-03","2019-01-04","PLUS","PLUS","Y","2015-06-27","N","N"
"2018-01",26494,3,"BUSINESS","2002-09-20","3+","UNRENEWED","2017-01-29","?","2018-01-29","BASE","?","N","2016-02-12","N","N"
"2018-01",249173,3,"BUSINESS","2017-01-31","1","RENEWED BASE","2018-01-31","2018-01-31","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",133473,2,"SAVINGS","1999-06-20","3+","RENEWED BASE","2018-03-06","2018-03-06","2019-01-19","BASE","BASE","N","2012-09-11","N","N"
"2018-01",245967,3,"BUSINESS","2017-01-28","1","UNRENEWED","2017-01-28","?","2018-01-28","BASE","?","N","?","N","N"
"2018-01",234750,2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-01-27","2018-01-27","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",130608,2,"SAVINGS","2012-01-30","3+","RENEWED PLUS","2018-02-01","2018-02-01","2019-01-30","PLUS","PLUS","Y","2015-11-22","N","N"
"2018-01",27696,3,"BUSINESS","1992-12-31","3+","RENEWED BASE","2018-01-17","2018-01-17","2019-01-03","BASE","BASE","N","?","N","N"
"2018-01",160181,2,"SAVINGS","2014-01-28","3+","RENEWED BASE","2018-01-28","2018-01-25","2019-01-28","BASE","BASE","N","?","Y","N"
"2018-01",245492,3,"BUSINESS","2017-01-28","1","UNRENEWED","2017-01-28","?","2018-01-28","BASE","?","N","?","N","N"
"2018-01",222209,2,"SAVINGS","2017-01-12","1","UNRENEWED","2017-01-12","?","2018-01-12","BASE","?","N","?","N","N"
"2018-01",54751,3,"BUSINESS","2005-04-11","3+","RENEWED PLUS","2018-03-13","2018-03-13","2019-01-22","PLUS","PLUS","Y","2017-10-08","N","N"
"2018-01",73185,2,"SAVINGS","1998-01-05","3+","RENEWED PLUS","2018-01-16","2018-01-16","2019-01-05","PLUS","PLUS","Y","2017-04-02","N","N"
"2018-01",18767,3,"BUSINESS","1992-01-11","3+","RENEWED PLUS","2017-12-13","2017-12-13","2019-01-11","PLUS","PLUS","Y","2011-02-05","N","N"
"2018-01",11844,3,"BUSINESS","2001-08-10","3+","RENEWED PLUS","2018-01-30","2018-01-30","2019-01-07","PLUS","PLUS","Y","2015-05-21","Y","N"
"2018-01",62797,3,"BUSINESS","2006-01-22","3+","RENEWED BASE","2017-12-29","2017-12-29","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",25557,2,"SAVINGS","2002-08-05","3+","UNRENEWED","2017-02-03","?","2018-01-31","BASE","?","N","2013-10-06","N","N"
"2018-01",90193,2,"SAVINGS","2009-01-05","3+","RENEWED BASE","2018-03-25","2018-03-25","2019-03-25","BASE","BASE","N","?","N","N"
"2018-01",168899,2,"SAVINGS","2014-11-15","3+","RENEWED BASE","2018-01-16","2018-01-13","2019-01-16","BASE","BASE","N","2015-01-05","Y","N"
"2018-01",204130,3,"BUSINESS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","PLUS","?","Y","?","N","N"
"2018-01",141153,3,"BUSINESS","2013-01-15","3+","RENEWED BASE","2018-02-05","2018-02-05","2019-01-15","BASE","BASE","N","?","N","N"
"2018-01",125988,2,"SAVINGS","2012-01-07","3+","UNRENEWED","2017-01-21","?","2018-01-12","PLUS","?","Y","2013-02-02","N","N"
"2018-01",153384,2,"SAVINGS","1999-09-06","3+","UNRENEWED","2017-01-24","?","2018-01-24","PLUS","?","Y","2016-10-15","N","N"
"2018-01",186335,2,"SAVINGS","2015-11-20","3","UNRENEWED","2015-11-20","?","2018-03-10","BASE","?","N","?","N","N"
"2018-01",124205,3,"BUSINESS","1998-01-03","3+","RENEWED PLUS","2017-11-26","2017-11-26","2019-01-03","PLUS","PLUS","Y","2015-08-15","N","N"
"2018-01",163701,2,"SAVINGS","2014-06-25","3+","RENEWED PLUS","2018-02-09","2018-02-09","2019-01-31","PLUS","PLUS","Y","2016-01-25","N","N"
"2018-01",171714,2,"SAVINGS","2015-01-04","3","RENEWED BASE","2017-12-15","2017-12-15","2019-01-04","BASE","BASE","N","?","N","N"
"2018-01",103337,2,"SAVINGS","2010-01-11","3+","UNRENEWED","2017-01-07","?","2017-11-21","PLUS","?","N","2015-03-13","N","N"
"2018-01",8308,2,"SAVINGS","2001-01-16","3+","RENEWED BASE","2018-01-16","2018-01-13","2019-01-16","BASE","BASE","N","?","Y","N"
"2018-01",197557,2,"SAVINGS","2016-01-19","2","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-17","PLUS","PLUS","Y","2016-02-11","N","N"
"2018-01",35122,2,"SAVINGS","1992-01-04","3+","RENEWED PLUS","2017-12-18","2017-12-18","2019-01-04","PLUS","PLUS","Y","2015-09-03","N","N"
"2018-01",184675,2,"SAVINGS","2015-10-08","3","UNRENEWED","2017-01-18","?","2018-01-18","PLUS","?","Y","2017-10-29","N","N"
"2018-01",39588,3,"BUSINESS","2004-01-29","3+","RENEWED BASE","2018-03-03","2017-12-16","2018-01-29","BASE","BASE","N","?","N","N"
"2018-01",27082,3,"BUSINESS","2002-10-12","3+","RENEWED PLUS","2018-01-17","2018-01-17","2019-01-12","PLUS","PLUS","Y","2016-05-28","N","N"
"2018-01",109079,2,"SAVINGS","1998-01-24","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-24","BASE","BASE","N","?","N","N"
"2018-01",199213,2,"SAVINGS","2016-01-23","2","RENEWED PLUS","2018-01-23","2018-01-20","2019-01-23","PLUS","PLUS","Y","?","Y","N"
"2018-01",142369,2,"SAVINGS","2013-01-19","3+","UNRENEWED","2016-12-11","?","2018-01-19","PLUS","?","Y","2015-01-10","N","N"
"2018-01",166237,3,"BUSINESS","1998-12-23","3+","RENEWED BASE","2018-01-21","2018-01-21","2019-01-21","BASE","BASE","N","?","Y","N"
"2018-01",116286,2,"SAVINGS","2011-01-22","3+","RENEWED PLUS","2018-02-04","2018-02-04","2019-01-22","PLUS","PLUS","Y","2015-02-12","N","N"
"2018-01",158910,2,"SAVINGS","2014-01-23","3+","RENEWED PLUS","2018-01-10","2018-01-10","2019-01-23","PLUS","PLUS","Y","2017-11-20","N","N"
"2018-01",5939,3,"BUSINESS","2000-10-11","3+","UNRENEWED","2017-01-04","?","2018-01-04","BASE","?","N","?","N","N"
"2018-01",147762,2,"SAVINGS","2013-10-23","3+","RENEWED BASE","2018-02-09","2018-02-09","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",106652,2,"SAVINGS","2001-01-21","3+","RENEWED BASE","2018-02-01","2018-02-01","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",123603,2,"SAVINGS","2011-11-11","3+","RENEWED BASE","2018-05-10","2018-05-10","2019-05-10","BASE","BASE","N","2014-05-24","N","N"
"2018-01",163962,2,"SAVINGS","2014-07-08","3+","UNRENEWED","2017-02-01","?","2018-01-31","BASE","?","N","?","N","N"
"2018-01",238277,2,"SAVINGS","2017-01-23","1","UNRENEWED","2017-01-23","?","2018-01-23","BASE","?","N","2017-06-07","N","N"
"2018-01",43150,3,"BUSINESS","2004-01-28","3+","RENEWED PLUS","2018-01-07","2018-01-07","2019-01-27","PLUS","PLUS","Y","2014-09-01","N","N"
"2018-01",73017,2,"SAVINGS","2007-01-27","3+","RENEWED BASE","2018-01-27","2018-01-24","2019-01-27","BASE","BASE","N","?","Y","N"
"2018-01",176687,2,"SAVINGS","2015-01-18","3","RENEWED PLUS","2018-01-18","2018-01-15","2019-01-18","PLUS","PLUS","Y","2015-06-13","Y","N"
"2018-01",60867,3,"BUSINESS","2006-01-07","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-16","BASE","BASE","N","?","N","N"
"2018-01",180063,2,"SAVINGS","2015-01-27","3","RENEWED PLUS","2018-01-29","2018-01-29","2019-01-27","PLUS","PLUS","Y","2015-09-20","N","N"
"2018-01",25547,2,"SAVINGS","1992-01-07","3+","RENEWED BASE","2018-01-19","2018-01-19","2019-01-07","BASE","BASE","N","?","N","N"
"2018-01",186993,2,"SAVINGS","2015-12-29","3","RENEWED BASE","2017-01-12","2018-04-03","2019-04-03","BASE","BASE","N","?","N","N"
"2018-01",96572,2,"SAVINGS","2009-03-26","3+","RENEWED BASE","2018-02-06","2018-02-06","2019-01-04","BASE","BASE","N","?","N","N"
"2018-01",125227,2,"SAVINGS","2012-01-04","3+","RENEWED BASE","2018-01-04","2018-01-01","2019-01-04","BASE","BASE","N","2014-11-15","Y","N"
"2018-01",158147,2,"SAVINGS","2014-01-20","3+","RENEWED PLUS","2018-01-20","2018-01-17","2019-01-20","PLUS","PLUS","Y","2016-12-01","Y","N"
"2018-01",103853,2,"SAVINGS","2010-01-14","3+","RENEWED PLUS","2018-03-01","2018-03-01","2019-01-14","PLUS","PLUS","Y","2017-09-04","N","N"
"2018-01",62669,3,"BUSINESS","2006-01-21","3+","RENEWED PLUS","2017-12-30","2017-12-30","2019-01-21","PLUS","PLUS","Y","?","N","N"
"2018-01",58901,3,"BUSINESS","2006-01-21","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-21","PLUS","PLUS","Y","2013-11-22","N","N"
"2018-01",1044,2,"SAVINGS","1999-10-30","3+","RENEWED PLUS","2017-12-10","2017-12-10","2019-01-03","PLUS","PLUS","Y","2009-12-22","N","N"
"2018-01",41104,2,"SAVINGS","2004-01-12","3+","RENEWED BASE","2018-01-11","2018-01-08","2019-01-11","BASE","BASE","N","?","Y","N"
"2018-01",137285,2,"SAVINGS","2012-12-21","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-02","BASE","BASE","N","?","N","N"
"2018-01",114748,3,"BUSINESS","2011-01-14","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-14","BASE","BASE","N","2014-11-03","N","N"
"2018-01",97686,3,"BUSINESS","1996-01-10","3+","RENEWED PLUS","2018-01-10","2018-01-10","2019-01-09","PLUS","PLUS","Y","2015-11-07","N","N"
"2018-01",229569,2,"SAVINGS","2017-01-17","1","UNRENEWED","2017-01-17","?","2018-01-17","BASE","?","N","?","N","N"
"2018-01",88925,2,"SAVINGS","1996-12-15","3+","RENEWED BASE","2018-01-04","2018-01-01","2019-01-04","BASE","BASE","N","2011-09-20","Y","N"
"2018-01",7937,2,"SAVINGS","1992-01-09","3+","RENEWED PLUS","2017-12-03","2017-12-03","2019-01-09","PLUS","PLUS","Y","2015-06-04","N","N"
"2018-01",156117,3,"BUSINESS","2014-01-15","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-15","BASE","BASE","N","2014-05-14","N","N"
"2018-01",167991,2,"SAVINGS","2014-10-29","3+","UNRENEWED","2017-01-06","?","2018-01-06","BASE","?","N","?","N","N"
"2018-01",31568,2,"SAVINGS","2003-01-18","3+","RENEWED PLUS","2017-09-07","2017-09-07","2019-01-18","PLUS","PLUS","Y","2011-02-26","N","N"
"2018-01",26545,3,"BUSINESS","1993-11-16","3+","RENEWED PLUS","2017-12-21","2017-12-21","2019-01-03","PLUS","PLUS","Y","2010-09-03","N","N"
"2018-01",187403,2,"SAVINGS","2016-01-02","2","RENEWED BASE","2018-07-23","2018-07-23","2019-07-23","BASE","BASE","N","?","Y","N"
"2018-01",233263,2,"SAVINGS","2017-01-20","1","RENEWED BASE","2018-01-02","2018-01-02","2019-01-20","BASE","BASE","N","?","N","N"
"2018-01",78887,2,"SAVINGS","2008-01-03","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-03","BASE","BASE","N","2009-12-17","N","N"
"2018-01",188658,2,"SAVINGS","2016-01-04","3","RENEWED PLUS","2017-12-19","2017-12-19","2019-01-16","PLUS","PLUS","Y","2016-07-07","N","N"
"2018-01",124484,2,"SAVINGS","2011-12-20","3+","RENEWED PLUS","2018-01-20","2018-01-17","2019-01-20","PLUS","PLUS","Y","2015-04-25","Y","N"
"2018-01",123818,3,"BUSINESS","1996-06-03","3+","RENEWED PLUS","2018-02-05","2018-02-05","2019-01-17","PLUS","PLUS","Y","2015-06-01","N","N"
"2018-01",95697,2,"SAVINGS","2009-01-31","3+","RENEWED PLUS","2018-01-27","2018-01-24","2019-01-27","PLUS","PLUS","Y","2016-11-05","Y","N"
"2018-01",197976,3,"BUSINESS","2016-01-20","2","RENEWED BASE","2018-01-18","2018-01-18","2019-01-20","BASE","BASE","N","?","N","N"
"2018-01",130401,3,"BUSINESS","2012-01-29","3+","RENEWED PLUS","2018-01-08","2018-01-08","2019-01-29","PLUS","PLUS","Y","2012-07-05","N","N"
"2018-01",106415,3,"BUSINESS","2010-01-30","3+","RENEWED PLUS","2018-01-28","2018-01-28","2019-01-19","PLUS","PLUS","Y","2014-10-11","N","N"
"2018-01",28821,2,"SAVINGS","2002-12-26","3+","RENEWED BASE","2018-01-22","2018-01-19","2019-01-22","BASE","BASE","N","?","Y","N"
"2018-01",148018,2,"SAVINGS","2013-08-22","3+","UNRENEWED","2017-01-20","?","2018-01-20","BASE","?","N","?","N","N"
"2018-01",203008,2,"SAVINGS","2016-01-31","2","UNRENEWED","2017-01-21","?","2017-02-25","BASE","?","N","?","N","N"
"2018-01",27612,2,"SAVINGS","2002-11-02","3+","RENEWED BASE","2018-02-01","2018-02-01","2019-01-24","BASE","BASE","N","?","N","N"
"2018-01",198353,2,"SAVINGS","2016-01-21","2","RENEWED BASE","2018-01-04","2018-01-04","2019-01-21","PLUS","BASE","N","?","N","N"
"2018-01",33669,2,"SAVINGS","2003-02-01","3+","RENEWED BASE","2018-02-21","2018-02-21","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",56246,3,"BUSINESS","1993-01-23","3+","RENEWED BASE","2017-12-29","2017-12-29","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",166272,2,"SAVINGS","2014-09-26","3+","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-15","PLUS","PLUS","Y","2017-11-25","Y","N"
"2018-01",198978,2,"SAVINGS","2016-01-23","2","UNRENEWED","2017-01-16","?","2018-01-23","BASE","?","N","?","N","N"
"2018-01",60776,3,"BUSINESS","2006-01-06","3+","RENEWED PLUS","2017-12-11","2017-12-11","2019-01-06","PLUS","PLUS","Y","2016-03-31","N","N"
"2018-01",193609,2,"SAVINGS","2016-01-12","2","RENEWED PLUS","2018-01-26","2018-01-26","2019-01-12","PLUS","PLUS","Y","?","N","N"
"2018-01",75253,2,"SAVINGS","1994-01-09","3+","RENEWED BASE","2018-01-28","2018-01-28","2019-01-04","BASE","BASE","N","2015-05-24","N","N"
"2018-01",237686,2,"SAVINGS","2017-01-23","1","UNRENEWED","2017-01-23","?","2018-01-23","BASE","?","N","?","N","N"
"2018-01",192074,2,"SAVINGS","2016-01-09","2","RENEWED BASE","2018-01-26","2018-01-26","2019-01-09","PLUS","BASE","Y","2018-07-03","N","N"
"2018-01",216155,2,"SAVINGS","2017-01-08","1","RENEWED BASE","2017-01-08","2018-02-07","2019-02-07","BASE","BASE","N","?","Y","N"
